1,0.189762,1000000
2,0.188923,1000000
3,0.167914,1000000
4,0.208335,1000000
5,0.171612,1000000
6,0.165333,1000000
7,0.225851,1000000
8,0.157552,1000000
9,0.152333,1000000
10,0.16474,1000000
11,0.185136,1000000
12,0.205141,1000000
13,0.23227,1000000
14,0.17796,1000000
15,0.204749,1000000
16,0.203543,1000000
17,0.186821,1000000
18,0.169115,1000000
19,0.224708,1000000
20,0.440155,1000000
21,0.168225,1000000
22,0.175277,1000000
23,0.161647,1000000
24,0.283231,1000000
25,0.18424,1000000
26,0.244215,1000000
27,0.210364,1000000
28,0.182003,1000000
29,0.192698,1000000
30,0.18813,1000000
31,0.190085,1000000
32,0.208764,1000000
33,0.199866,1000000
34,0.171249,1000000
35,0.2082,1000000
36,0.177183,1000000
37,0.274064,1000000
38,0.228999,1000000
39,0.18517,1000000
40,0.262485,1000000
41,0.23986,1000000
42,0.17593,1000000
43,0.203973,1000000
44,0.192776,1000000
45,0.227206,1000000
46,0.17035,1000000
47,0.176561,1000000
48,0.166659,1000000
49,0.17427,1000000
50,0.191958,1000000
51,0.185334,1000000
52,0.457096,1000000
53,0.180616,1000000
54,0.273377,1000000
55,0.344499,1000000
56,0.22147,1000000
57,0.241547,1000000
58,0.184213,1000000
59,0.457843,1000000
60,0.192713,1000000
61,0.178927,1000000
62,0.213321,1000000
63,0.305136,1000000
64,0.186772,1000000
65,0.458715,1000000
66,0.17731,1000000
67,0.266641,1000000
68,0.17493,1000000
69,0.266616,1000000
70,0.219602,1000000
71,0.178806,1000000
72,0.174503,1000000
73,0.2044,1000000
74,0.229514,1000000
75,0.191063,1000000
76,0.171113,1000000
77,0.186117,1000000
78,0.290055,1000000
79,0.165198,1000000
80,0.175779,1000000
81,0.208831,1000000
82,0.428134,1000000
83,0.195295,1000000
84,0.284801,1000000
85,0.202899,1000000
86,0.215338,1000000
87,0.175867,1000000
88,0.281275,1000000
89,0.180517,1000000
90,0.213962,1000000
91,0.197674,1000000
92,0.191428,1000000
93,0.194029,1000000
94,0.196162,1000000
95,0.177424,1000000
96,0.192182,1000000
97,0.175108,1000000
98,0.210306,1000000
99,0.207993,1000000
100,0.233668,1000000
